Team,G,Date,Opp,W/L,Pts Scored,Pts Allowed,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%-opp,TOV%-opp,DRB%,FT/FGA-opp
BRK,10,2018-11-04,PHI,W,122,97,120.60,95.90,101.20,0.17,0.27,0.54,45.20,54.00,10.90,6.70,0.52,7.40,28.80,0.12,0.51,24.50,71.90,0.48
BRK,11,2018-11-06,PHO,W,104,82,106.90,84.30,97.30,0.21,0.39,0.52,51.50,53.70,9.30,8.90,0.49,9.10,24.50,0.14,0.40,18.20,81.30,0.21
BRK,12,2018-11-09,DEN,W,112,110,114.60,112.50,97.80,0.48,0.38,0.53,43.80,58.30,7.20,13.00,0.48,7.00,23.50,0.32,0.49,10.50,66.70,0.29
BRK,13,2018-11-10,GSW,L,100,116,108.30,125.60,92.30,0.38,0.31,0.56,53.20,55.60,7.60,3.00,0.51,13.50,28.60,0.27,0.60,9.80,82.90,0.20
BRK,14,2018-11-12,MIN,L,113,120,109.30,116.10,103.40,0.22,0.49,0.51,44.70,70.00,9.70,3.50,0.48,10.50,30.60,0.15,0.59,19.70,71.90,0.33
BRK,15,2018-11-14,MIA,L,107,120,100.10,112.20,106.90,0.24,0.28,0.48,49.50,41.50,9.40,3.60,0.45,11.90,28.10,0.17,0.59,14.90,83.30,0.23
BRK,16,2018-11-16,WAS,W,115,104,114.60,103.60,100.40,0.42,0.37,0.54,50.00,50.00,8.00,4.30,0.47,9.30,27.10,0.33,0.44,11.30,73.90,0.31
BRK,17,2018-11-17,LAC,L,119,127,121.00,129.20,98.30,0.39,0.32,0.58,55.30,62.50,4.10,6.90,0.53,9.70,34.10,0.29,0.56,7.00,78.00,0.21
BRK,18,2018-11-20,MIA,W,104,92,106.50,94.20,97.70,0.29,0.35,0.52,50.50,44.70,6.10,5.90,0.48,10.00,27.70,0.23,0.40,11.40,69.00,0.13
BRK,19,2018-11-21,DAL,L,113,119,114.80,120.90,98.50,0.22,0.45,0.55,48.30,54.80,8.10,3.90,0.52,11.90,30.20,0.16,0.56,11.90,76.50,0.41
BRK,20,2018-11-23,MIN,L,102,112,106.50,117.00,95.70,0.33,0.57,0.56,54.80,78.80,2.10,6.00,0.51,16.60,23.70,0.28,0.53,6.60,80.40,0.16
BRK,21,2018-11-25,PHI,L,125,127,124.60,126.60,100.30,0.23,0.28,0.65,50.60,38.00,2.00,6.50,0.62,14.20,25.60,0.17,0.55,7.90,71.70,0.30
BRK,22,2018-11-28,UTA,L,91,101,90.00,99.90,101.20,0.33,0.35,0.46,50.00,36.70,11.90,9.30,0.41,16.90,25.90,0.23,0.53,17.20,81.00,0.17
BRK,23,2018-11-30,MEM,L,125,131,111.90,117.30,92.50,0.32,0.47,0.58,53.10,61.90,6.30,5.60,0.53,13.00,24.40,0.27,0.55,13.30,78.40,0.19
BRK,24,2018-12-01,WAS,L,88,102,91.70,106.30,96.00,0.31,0.41,0.48,52.50,63.30,8.30,3.80,0.42,15.60,23.40,0.25,0.57,13.00,93.90,0.15
BRK,25,2018-12-03,CLE,L,97,99,106.20,108.40,91.30,0.16,0.40,0.46,47.60,43.60,5.50,2.70,0.44,6.20,29.30,0.09,0.46,8.50,70.20,0.22
BRK,26,2018-12-05,OKC,L,112,114,109.30,111.30,102.50,0.35,0.42,0.56,42.90,56.80,6.80,6.60,0.52,12.40,18.90,0.27,0.50,10.50,67.30,0.15
BRK,27,2018-12-07,TOR,W,106,105,99.30,98.40,96.60,0.13,0.36,0.51,59.40,51.20,7.50,3.70,0.49,16.20,31.40,0.09,0.46,12.80,88.00,0.27
BRK,28,2018-12-08,NYK,W,112,104,115.80,107.50,96.70,0.28,0.25,0.57,52.90,62.80,5.20,8.80,0.55,10.80,27.90,0.17,0.52,11.10,78.60,0.22
BRK,29,2018-12-12,PHI,W,127,124,125.30,122.30,101.40,0.58,0.38,0.68,50.00,52.60,9.90,1.60,0.61,14.70,20.60,0.50,0.61,14.80,75.00,0.13
BRK,30,2018-12-14,WAS,W,125,118,128.90,121.70,97.00,0.37,0.37,0.64,63.40,77.30,5.20,4.90,0.59,8.40,29.00,0.31,0.61,8.50,90.00,0.10
BRK,31,2018-12-16,ATL,W,144,127,142.20,125.40,101.20,0.38,0.46,0.70,54.20,69.40,11.90,5.40,0.65,11.30,28.60,0.34,0.64,12.70,78.40,0.22
BRK,32,2018-12-18,LAL,W,115,110,110.10,105.30,104.40,0.21,0.37,0.58,45.50,61.40,4.80,8.00,0.56,10.00,9.10,0.14,0.54,12.30,81.80,0.14
BRK,33,2018-12-19,CHI,W,96,93,105.80,102.50,90.70,0.34,0.34,0.56,53.60,67.60,3.30,2.80,0.51,13.30,18.90,0.27,0.47,7.70,80.90,0.08
BRK,34,2018-12-21,IND,L,106,114,114.30,122.90,92.80,0.47,0.43,0.61,58.60,84.80,5.40,5.40,0.57,18.70,32.40,0.33,0.60,10.90,83.30,0.18
BRK,35,2018-12-23,PHO,W,111,103,112.90,104.70,98.30,0.39,0.32,0.56,54.40,62.50,7.10,5.60,0.53,14.60,31.10,0.25,0.50,11.10,77.80,0.16
BRK,36,2018-12-26,CHO,W,134,132,113.90,112.20,97.30,0.17,0.45,0.60,51.80,60.80,6.80,9.30,0.58,13.20,19.60,0.12,0.51,9.80,79.70,0.22
BRK,37,2018-12-28,CHO,L,87,100,90.80,104.30,95.80,0.24,0.33,0.47,49.50,45.50,4.20,14.90,0.42,13.20,19.60,0.20,0.47,7.10,76.50,0.07
BRK,38,2018-12-29,MIL,L,115,129,111.00,124.50,103.60,0.44,0.44,0.61,50.60,73.70,5.80,6.70,0.58,12.90,12.80,0.30,0.60,8.80,87.50,0.15
BRK,39,2019-01-02,NOP,W,126,121,128.10,123.00,98.40,0.23,0.33,0.62,51.20,57.40,7.10,7.80,0.59,8.90,27.90,0.17,0.59,10.80,75.60,0.22
BRK,40,2019-01-04,MEM,W,109,100,107.70,98.80,101.20,0.33,0.43,0.60,52.90,69.40,5.90,2.90,0.54,18.10,20.00,0.30,0.48,11.50,82.20,0.12
BRK,41,2019-01-06,CHI,W,117,100,125.00,106.80,93.60,0.27,0.55,0.63,46.30,69.00,6.40,4.30,0.60,8.90,15.40,0.20,0.51,11.30,74.40,0.12
BRK,42,2019-01-07,BOS,L,95,116,92.70,113.10,102.50,0.28,0.53,0.54,52.20,59.40,4.90,6.60,0.47,20.60,19.60,0.25,0.57,11.70,86.40,0.11
MIL,1,2018-10-17,CHO,W,113,112,110.20,109.20,102.60,0.23,0.40,0.60,58.20,61.90,4.90,7.40,0.58,18.30,25.60,0.18,0.53,9.80,83.60,0.15
MIL,2,2018-10-19,IND,W,118,101,112.40,96.20,105.00,0.23,0.49,0.58,54.90,61.40,8.60,11.60,0.56,14.30,25.60,0.14,0.47,14.70,81.30,0.22
MIL,3,2018-10-22,NYK,W,124,113,122.90,112.00,100.90,0.25,0.42,0.58,56.10,60.00,5.00,12.90,0.56,11.60,37.30,0.18,0.51,9.40,76.60,0.13
MIL,4,2018-10-24,PHI,W,123,108,110.50,97.00,111.30,0.30,0.43,0.54,50.50,58.50,6.30,17.20,0.47,8.90,17.60,0.28,0.47,13.20,84.00,0.23
MIL,5,2018-10-26,MIN,W,125,95,117.80,89.60,106.10,0.12,0.50,0.65,55.90,65.30,3.80,11.60,0.64,14.90,17.90,0.09,0.37,5.50,76.40,0.12
MIL,6,2018-10-27,ORL,W,113,91,107.20,86.30,105.40,0.28,0.37,0.61,58.20,58.50,5.70,12.10,0.56,18.60,16.70,0.26,0.38,9.20,82.30,0.15
MIL,7,2018-10-29,TOR,W,124,109,115.00,101.10,107.80,0.21,0.49,0.62,52.80,62.20,4.60,6.90,0.59,14.50,18.20,0.16,0.42,8.00,76.60,0.21
MIL,8,2018-11-01,BOS,L,113,117,112.10,116.10,100.80,0.35,0.34,0.57,51.70,48.80,7.90,8.10,0.54,12.50,19.00,0.26,0.58,10.90,82.20,0.12
MIL,9,2018-11-04,SAC,W,144,109,131.40,99.50,109.60,0.35,0.59,0.66,56.00,65.20,5.50,11.90,0.60,9.90,21.70,0.32,0.52,12.50,85.20,0.12
MIL,10,2018-11-06,POR,L,103,118,110.00,126.10,93.60,0.09,0.46,0.54,45.20,65.00,2.10,2.10,0.52,10.30,23.10,0.08,0.62,11.30,73.20,0.06
MIL,11,2018-11-08,GSW,W,134,111,126.20,104.50,106.20,0.27,0.35,0.59,54.80,63.50,10.40,11.90,0.56,9.60,30.20,0.21,0.54,15.70,80.50,0.20
MIL,12,2018-11-10,LAC,L,126,128,109.50,111.20,104.20,0.22,0.44,0.55,49.10,66.00,9.60,12.30,0.52,12.90,25.40,0.15,0.54,13.30,78.70,0.22
MIL,13,2018-11-11,DEN,W,121,114,126.50,119.10,95.70,0.15,0.41,0.67,51.30,56.30,10.50,13.70,0.67,11.80,14.70,0.10,0.56,9.30,78.30,0.16
MIL,14,2018-11-14,MEM,L,113,116,114.10,117.20,99.00,0.33,0.43,0.61,56.40,53.70,5.00,17.00,0.56,14.70,23.10,0.27,0.59,11.40,89.70,0.22
MIL,15,2018-11-16,CHI,W,123,104,117.30,99.20,104.80,0.18,0.46,0.61,60.40,59.60,7.60,13.10,0.60,13.70,25.60,0.12,0.51,10.70,91.70,0.10
MIL,16,2018-11-19,DEN,W,104,98,106.00,99.90,98.10,0.25,0.41,0.53,54.30,52.50,8.20,5.70,0.52,13.30,30.20,0.15,0.49,14.80,74.50,0.06
MIL,17,2018-11-21,POR,W,143,100,128.70,90.00,111.10,0.16,0.42,0.62,59.60,59.60,7.20,3.80,0.60,10.80,30.20,0.13,0.41,13.90,82.10,0.25
MIL,18,2018-11-23,PHO,L,114,116,109.80,111.70,103.90,0.34,0.51,0.57,51.80,71.40,5.80,10.90,0.54,12.30,17.10,0.23,0.55,9.90,85.70,0.19
MIL,19,2018-11-24,SAS,W,135,129,129.90,124.20,103.90,0.34,0.47,0.68,51.30,61.20,6.70,4.20,0.66,11.60,16.70,0.26,0.59,8.70,79.50,0.23
MIL,20,2018-11-26,CHO,L,107,110,107.30,110.30,99.70,0.23,0.51,0.54,52.20,67.60,7.00,9.60,0.50,12.40,20.40,0.19,0.55,10.50,88.40,0.26
MIL,21,2018-11-28,CHI,W,116,113,114.80,111.90,101.00,0.28,0.40,0.59,51.60,67.40,5.90,15.40,0.56,11.00,18.20,0.21,0.51,9.80,81.60,0.25
MIL,22,2018-12-01,NYK,L,134,136,119.00,120.80,102.00,0.33,0.45,0.62,55.40,60.90,9.80,6.50,0.58,12.90,22.20,0.26,0.64,13.20,87.20,0.15
MIL,23,2018-12-05,DET,W,115,92,108.00,86.40,106.50,0.37,0.50,0.60,47.40,65.80,12.20,7.00,0.55,13.60,9.30,0.30,0.42,16.20,77.80,0.14
MIL,24,2018-12-07,GSW,L,95,105,93.30,103.10,101.90,0.25,0.42,0.47,55.70,50.00,9.80,7.00,0.43,15.00,28.80,0.17,0.56,15.60,86.70,0.07
MIL,25,2018-12-09,TOR,W,104,99,110.30,105.00,94.30,0.23,0.45,0.54,50.00,61.10,6.40,14.00,0.50,10.30,20.90,0.20,0.49,10.20,76.60,0.06
MIL,26,2018-12-10,CLE,W,108,92,106.90,91.10,101.00,0.12,0.38,0.54,55.80,52.40,4.00,6.10,0.52,12.20,24.00,0.09,0.43,8.10,85.20,0.10
MIL,27,2018-12-12,IND,L,97,113,97.70,113.80,99.30,0.17,0.47,0.50,44.30,57.90,6.00,9.80,0.48,10.90,18.40,0.11,0.54,13.80,70.80,0.17
MIL,28,2018-12-14,CLE,W,114,102,117.00,104.70,97.40,0.30,0.44,0.54,51.50,65.00,9.20,11.80,0.49,7.80,27.50,0.23,0.48,13.50,75.00,0.22
MIL,29,2018-12-17,DET,W,107,104,109.40,106.30,97.80,0.17,0.28,0.57,45.10,75.00,8.20,18.90,0.55,9.60,12.50,0.11,0.52,14.50,76.20,0.14
MIL,30,2018-12-19,NOP,W,123,115,119.10,111.30,103.30,0.35,0.39,0.63,53.90,60.50,10.60,6.00,0.58,12.50,20.90,0.28,0.57,13.20,84.80,0.11
MIL,31,2018-12-21,BOS,W,120,107,120.40,107.40,99.70,0.35,0.50,0.65,60.40,63.40,3.00,10.50,0.61,17.80,28.90,0.28,0.44,4.50,83.00,0.30
MIL,32,2018-12-22,MIA,L,87,94,87.30,94.40,99.60,0.26,0.51,0.46,45.70,64.50,6.00,15.80,0.42,13.80,11.50,0.19,0.44,10.80,79.20,0.18
MIL,33,2018-12-25,NYK,W,109,95,105.40,91.80,103.40,0.38,0.36,0.52,47.20,55.00,8.70,11.80,0.48,7.10,12.50,0.26,0.40,11.60,75.00,0.17
MIL,34,2018-12-27,NYK,W,112,96,109.50,93.90,102.30,0.23,0.34,0.55,57.00,47.60,3.90,16.70,0.51,12.80,25.00,0.18,0.44,8.80,82.10,0.11
MIL,35,2018-12-29,BRK,W,129,115,124.50,111.00,103.60,0.17,0.53,0.63,49.40,63.80,5.80,11.40,0.60,8.80,12.50,0.15,0.58,12.90,87.20,0.30
MIL,36,2019-01-01,DET,W,121,98,123.90,100.30,97.70,0.33,0.34,0.67,50.00,59.60,7.20,10.20,0.66,12.60,14.70,0.21,0.45,12.10,73.10,0.17
MIL,37,2019-01-04,ATL,W,144,112,128.10,99.60,112.40,0.28,0.40,0.64,62.40,65.50,9.80,18.20,0.62,10.40,28.90,0.20,0.52,17.30,89.40,0.28
MIL,38,2019-01-05,TOR,L,116,123,114.80,121.70,101.00,0.33,0.46,0.62,50.00,72.50,8.90,3.90,0.58,13.10,10.50,0.27,0.60,10.30,89.50,0.30
MIL,39,2019-01-07,UTA,W,114,102,114.20,102.10,99.90,0.16,0.26,0.54,50.00,58.70,10.00,12.20,0.52,8.70,22.20,0.13,0.50,13.50,76.60,0.19
LAL,1,2018-10-18,POR,L,119,128,107.00,115.10,111.30,0.31,0.32,0.56,46.00,51.10,9.00,9.50,0.52,12.40,16.70,0.24,0.51,12.40,73.10,0.27
LAL,2,2018-10-20,HOU,L,115,124,106.40,114.80,108.10,0.18,0.32,0.53,44.90,58.30,7.40,18.50,0.52,8.50,18.00,0.11,0.54,12.80,72.90,0.21
LAL,3,2018-10-22,SAS,L,142,143,124.10,125.00,103.60,0.24,0.36,0.60,52.50,60.00,4.40,8.70,0.58,11.20,26.00,0.17,0.59,7.30,79.60,0.29
LAL,4,2018-10-24,PHO,W,131,113,126.60,109.20,103.50,0.23,0.28,0.59,49.40,65.40,12.60,9.40,0.57,6.80,23.90,0.17,0.58,16.90,78.00,0.18
LAL,5,2018-10-25,DEN,W,121,114,114.40,107.80,105.70,0.25,0.32,0.59,48.80,58.70,12.30,4.30,0.55,11.30,20.90,0.21,0.53,15.90,76.70,0.17
LAL,6,2018-10-27,SAS,L,106,110,104.30,108.20,101.60,0.21,0.38,0.56,46.20,46.30,4.90,6.70,0.55,15.30,15.90,0.13,0.50,11.30,74.50,0.21
LAL,7,2018-10-29,MIN,L,120,124,115.60,119.40,103.80,0.14,0.32,0.54,48.50,49.00,7.70,11.60,0.53,14.00,35.40,0.10,0.50,11.20,60.80,0.27
LAL,8,2018-10-31,DAL,W,114,113,108.70,107.80,104.90,0.29,0.20,0.60,49.40,53.50,11.40,10.50,0.57,17.50,21.10,0.21,0.58,19.60,75.60,0.16
LAL,9,2018-11-03,POR,W,114,110,105.80,102.00,107.80,0.29,0.24,0.59,50.00,44.40,8.30,15.90,0.57,17.10,20.90,0.19,0.45,11.00,71.90,0.15
LAL,10,2018-11-04,TOR,L,107,121,103.90,117.50,103.00,0.34,0.28,0.55,43.70,64.10,5.80,6.30,0.49,14.10,14.30,0.27,0.55,10.30,71.10,0.13
LAL,11,2018-11-07,MIN,W,114,110,117.10,113.00,97.30,0.15,0.37,0.59,54.00,72.70,6.20,7.80,0.57,14.10,29.30,0.12,0.56,13.60,76.10,0.09
LAL,12,2018-11-10,SAC,W,101,86,99.00,84.30,102.00,0.17,0.38,0.47,54.10,56.10,10.80,4.50,0.47,11.60,31.50,0.07,0.38,15.90,76.40,0.17
LAL,13,2018-11-11,ATL,W,107,106,103.00,102.00,103.90,0.26,0.41,0.52,52.20,71.80,11.50,15.50,0.50,17.70,33.30,0.16,0.50,14.40,75.60,0.12
LAL,14,2018-11-14,POR,W,126,117,121.40,112.70,103.80,0.28,0.34,0.60,50.50,56.80,10.60,10.00,0.55,11.10,23.40,0.25,0.52,12.00,77.10,0.23
LAL,15,2018-11-17,ORL,L,117,130,113.00,125.50,103.60,0.28,0.33,0.58,50.00,51.20,4.80,9.80,0.53,12.20,21.10,0.23,0.60,11.20,75.00,0.20
LAL,16,2018-11-18,MIA,W,113,97,119.40,102.50,94.60,0.22,0.28,0.54,51.00,38.10,7.40,9.10,0.50,7.90,28.00,0.19,0.48,11.20,75.00,0.16
LAL,17,2018-11-21,CLE,W,109,105,114.40,110.20,95.30,0.36,0.32,0.60,52.60,57.50,2.10,13.20,0.57,14.20,18.40,0.26,0.45,2.70,74.60,0.14
LAL,18,2018-11-23,UTA,W,90,83,87.30,80.50,103.10,0.23,0.29,0.52,53.40,27.80,10.70,8.10,0.50,20.90,12.80,0.14,0.41,17.00,85.70,0.15
LAL,19,2018-11-25,ORL,L,104,108,101.50,105.40,102.40,0.39,0.33,0.56,48.30,59.50,8.80,16.10,0.53,16.30,12.20,0.25,0.51,11.60,80.40,0.14
LAL,20,2018-11-27,DEN,L,85,117,88.00,121.10,96.60,0.21,0.40,0.45,39.40,55.90,5.20,11.10,0.42,11.20,15.40,0.14,0.53,9.60,66.00,0.14
LAL,21,2018-11-29,IND,W,104,96,102.10,94.30,101.80,0.27,0.28,0.54,53.20,59.50,7.90,17.50,0.53,15.80,24.40,0.15,0.43,14.80,79.60,0.26
LAL,22,2018-11-30,DAL,W,114,103,107.80,97.40,105.80,0.37,0.35,0.57,50.50,54.80,7.60,6.40,0.54,14.50,19.60,0.24,0.45,13.70,80.90,0.29
LAL,23,2018-12-02,PHO,W,120,96,113.10,90.50,106.10,0.25,0.29,0.59,58.30,56.50,8.50,6.70,0.56,15.70,25.00,0.18,0.47,13.30,86.50,0.10
LAL,24,2018-12-05,SAS,W,121,113,116.80,109.10,103.60,0.38,0.44,0.59,46.20,50.00,5.80,4.30,0.56,10.50,13.60,0.26,0.48,8.70,76.60,0.21
LAL,25,2018-12-07,SAS,L,120,133,115.10,127.60,104.20,0.21,0.36,0.55,47.30,52.20,7.70,1.70,0.52,6.80,20.40,0.17,0.58,8.70,78.60,0.31
LAL,26,2018-12-08,MEM,W,111,88,115.70,91.70,95.90,0.12,0.41,0.54,61.30,62.80,11.50,11.10,0.53,15.00,41.30,0.09,0.44,14.00,80.90,0.17
LAL,27,2018-12-10,MIA,W,108,105,109.70,106.70,98.40,0.22,0.36,0.55,47.90,58.50,9.10,11.70,0.53,10.80,25.00,0.13,0.51,14.60,70.80,0.11
LAL,28,2018-12-13,HOU,L,111,126,118.10,134.10,94.00,0.34,0.40,0.60,41.90,53.50,9.60,9.80,0.60,11.60,20.00,0.19,0.58,11.60,61.50,0.32
LAL,29,2018-12-15,CHO,W,128,100,120.80,94.30,106.00,0.26,0.37,0.62,57.80,69.40,11.30,9.50,0.61,12.80,25.60,0.17,0.46,15.30,82.40,0.16
LAL,30,2018-12-16,WAS,L,110,128,99.40,115.60,110.70,0.20,0.40,0.56,45.70,54.50,9.00,8.00,0.54,18.20,18.20,0.12,0.57,13.30,70.00,0.07
LAL,31,2018-12-18,BRK,L,110,115,105.30,110.10,104.40,0.26,0.44,0.55,54.50,50.00,5.70,7.00,0.54,12.30,18.20,0.14,0.56,10.00,90.90,0.14
LAL,32,2018-12-21,NOP,W,112,104,107.00,99.30,104.70,0.27,0.35,0.54,47.50,65.10,6.70,5.30,0.51,10.40,17.00,0.20,0.47,9.90,74.10,0.08
LAL,33,2018-12-23,MEM,L,99,107,105.40,114.00,93.90,0.29,0.40,0.58,48.80,73.00,6.40,12.50,0.56,15.90,15.00,0.20,0.54,8.60,79.50,0.10
LAL,34,2018-12-25,GSW,W,127,101,122.60,97.50,103.60,0.32,0.39,0.66,57.00,57.40,4.80,5.30,0.63,11.00,16.70,0.23,0.46,11.30,86.00,0.17
LAL,35,2018-12-27,SAC,L,116,117,110.80,111.70,104.70,0.26,0.28,0.59,48.90,55.60,6.70,6.90,0.57,14.80,22.00,0.18,0.49,11.30,69.80,0.17
LAL,36,2018-12-28,LAC,L,107,118,97.80,107.90,109.40,0.40,0.34,0.52,48.50,63.90,4.60,2.80,0.48,14.20,14.80,0.28,0.47,10.20,85.70,0.35
LAL,37,2018-12-30,SAC,W,121,114,115.70,109.00,104.60,0.20,0.45,0.57,52.60,63.80,6.70,8.20,0.56,11.60,25.00,0.12,0.55,11.50,80.90,0.10
LAL,38,2019-01-02,OKC,L,100,107,90.80,97.10,110.20,0.36,0.30,0.48,45.80,64.90,7.30,12.20,0.46,14.20,14.50,0.21,0.41,8.50,73.00,0.19
LAL,39,2019-01-04,NYK,L,112,119,104.10,110.60,107.60,0.20,0.38,0.52,49.50,53.50,3.70,11.30,0.49,13.00,21.80,0.15,0.43,4.90,76.80,0.34
LAL,40,2019-01-06,MIN,L,86,108,82.60,103.80,104.10,0.32,0.25,0.43,49.00,62.50,5.80,7.00,0.40,17.50,22.20,0.20,0.52,12.50,81.80,0.17
LAL,41,2019-01-07,DAL,W,107,97,105.60,95.70,101.40,0.29,0.31,0.51,45.80,68.30,11.80,3.60,0.48,10.90,22.40,0.18,0.47,15.70,70.20,0.20
PHO,1,2018-10-17,DAL,W,121,100,130.60,108.00,92.60,0.20,0.42,0.69,53.70,79.50,5.40,3.60,0.66,11.10,17.60,0.17,0.49,8.50,79.20,0.16
PHO,2,2018-10-20,DEN,L,91,119,88.80,116.20,102.40,0.46,0.51,0.49,42.60,69.00,5.90,7.00,0.45,17.10,18.20,0.29,0.56,15.50,76.90,0.28
PHO,3,2018-10-22,GSW,L,103,123,100.40,119.90,102.60,0.21,0.40,0.55,52.90,61.50,7.80,2.00,0.51,18.30,26.70,0.19,0.59,12.30,82.50,0.22
PHO,4,2018-10-24,LAL,L,113,131,109.20,126.60,103.50,0.25,0.37,0.61,50.60,61.40,3.90,5.60,0.58,16.90,22.00,0.18,0.57,6.80,76.10,0.17
PHO,5,2018-10-27,MEM,L,96,117,98.20,119.70,97.80,0.24,0.42,0.56,47.30,77.80,5.10,1.90,0.52,18.00,12.20,0.19,0.61,11.90,90.90,0.25
PHO,6,2018-10-28,OKC,L,110,117,103.90,110.50,105.90,0.31,0.31,0.56,50.60,55.30,9.40,4.90,0.49,18.40,22.70,0.30,0.55,13.00,79.10,0.28
PHO,7,2018-10-31,SAS,L,90,120,88.20,117.60,102.00,0.20,0.27,0.46,42.70,60.00,9.80,4.60,0.42,13.30,14.60,0.16,0.58,12.90,82.40,0.29
PHO,8,2018-11-02,TOR,L,98,107,100.50,109.70,97.50,0.20,0.29,0.49,55.70,50.00,3.10,8.30,0.48,13.20,26.70,0.11,0.58,12.60,86.00,0.16
PHO,9,2018-11-04,MEM,W,102,100,111.30,109.20,91.60,0.41,0.50,0.68,55.20,75.80,7.60,5.70,0.62,24.10,19.20,0.34,0.52,12.80,78.00,0.28
PHO,10,2018-11-06,BRK,L,82,104,84.30,106.90,97.30,0.25,0.31,0.46,48.50,57.10,4.10,5.40,0.40,18.20,18.80,0.21,0.49,9.10,75.50,0.14
PHO,11,2018-11-08,BOS,L,109,116,100.60,107.10,98.10,0.20,0.38,0.54,42.90,61.00,9.20,10.00,0.50,12.90,9.30,0.17,0.47,12.60,69.10,0.25
PHO,12,2018-11-10,NOP,L,99,119,101.70,122.20,97.40,0.23,0.42,0.52,40.70,45.70,10.30,11.50,0.47,12.90,20.80,0.22,0.55,15.40,62.80,0.28
PHO,13,2018-11-12,OKC,L,101,118,105.10,122.80,96.10,0.23,0.32,0.56,46.80,64.10,5.20,7.70,0.53,16.80,25.00,0.20,0.54,11.40,69.20,0.21
PHO,14,2018-11-14,SAS,W,116,96,119.80,99.20,96.80,0.10,0.37,0.66,46.90,57.40,9.30,6.70,0.65,15.50,14.30,0.08,0.46,16.10,71.70,0.23
PHO,15,2018-11-17,OKC,L,100,110,100.80,110.90,99.20,0.26,0.35,0.55,37.30,67.60,14.10,9.80,0.52,13.30,9.50,0.17,0.49,15.40,65.90,0.32
PHO,16,2018-11-19,PHI,L,114,119,109.10,113.90,104.50,0.28,0.38,0.58,36.90,56.80,8.60,6.50,0.58,11.80,11.10,0.15,0.52,15.60,66.70,0.37
PHO,17,2018-11-21,CHI,L,116,124,110.30,117.90,105.20,0.10,0.35,0.57,48.00,58.30,8.60,8.90,0.54,11.30,14.60,0.10,0.64,15.70,88.20,0.26
PHO,18,2018-11-23,MIL,W,116,114,111.70,109.80,103.90,0.24,0.29,0.58,48.20,46.70,7.70,9.30,0.55,9.90,14.30,0.19,0.54,12.30,82.90,0.23
PHO,19,2018-11-25,DET,L,107,118,109.40,120.60,97.80,0.26,0.30,0.59,50.60,52.40,6.10,11.50,0.56,15.70,26.30,0.18,0.55,10.30,71.10,0.17
PHO,20,2018-11-27,IND,L,104,109,110.20,115.50,94.40,0.20,0.33,0.52,45.00,48.80,8.50,9.40,0.50,7.40,24.00,0.13,0.48,10.50,66.00,0.24
PHO,21,2018-11-28,LAC,L,99,115,97.10,112.80,102.00,0.20,0.29,0.51,37.80,51.30,16.70,9.20,0.48,14.20,15.60,0.15,0.53,17.30,60.00,0.28
PHO,22,2018-11-30,ORL,L,85,99,93.10,108.40,91.30,0.17,0.33,0.47,47.60,64.70,5.50,0.00,0.45,11.70,20.00,0.12,0.52,11.80,79.50,0.16
PHO,23,2018-12-02,LAL,L,96,120,90.50,113.10,106.10,0.12,0.35,0.49,41.70,64.90,11.30,12.30,0.47,13.30,13.50,0.10,0.56,15.70,75.00,0.18
PHO,24,2018-12-04,SAC,L,105,122,104.10,120.90,100.90,0.24,0.49,0.55,50.60,71.10,8.90,6.70,0.51,17.90,28.30,0.20,0.60,11.70,76.90,0.25
PHO,25,2018-12-06,POR,L,86,108,86.40,108.60,99.50,0.15,0.30,0.44,42.30,57.10,11.10,3.40,0.41,14.10,20.40,0.12,0.54,14.90,69.80,0.20
PHO,26,2018-12-07,MIA,L,98,115,98.30,115.40,99.70,0.20,0.43,0.57,51.20,75.00,7.00,8.20,0.54,18.90,10.50,0.15,0.58,11.30,86.40,0.19
PHO,27,2018-12-10,LAC,L,119,123,113.10,116.90,95.30,0.21,0.27,0.58,48.80,66.00,13.30,12.50,0.55,12.70,23.80,0.17,0.57,15.30,75.00,0.31
PHO,28,2018-12-11,SAS,L,86,111,89.50,115.60,96.00,0.17,0.34,0.49,46.50,57.60,7.30,8.10,0.45,16.20,17.40,0.15,0.57,14.10,80.00,0.19
PHO,29,2018-12-13,DAL,W,99,89,101.10,90.90,97.90,0.20,0.29,0.49,43.00,54.10,15.30,11.10,0.46,11.50,23.50,0.16,0.43,19.90,66.70,0.28
PHO,30,2018-12-15,MIN,W,107,99,106.80,98.80,100.20,0.22,0.31,0.54,55.40,73.20,6.00,11.50,0.51,13.20,26.80,0.18,0.44,9.50,78.40,0.15
PHO,31,2018-12-17,NYK,W,128,110,122.80,105.60,104.20,0.29,0.29,0.62,46.80,56.30,7.70,7.80,0.57,6.30,10.50,0.25,0.45,9.00,71.40,0.21
PHO,32,2018-12-19,BOS,W,111,103,115.10,106.80,96.40,0.23,0.28,0.53,60.20,56.10,8.30,13.00,0.48,13.90,42.90,0.19,0.54,14.90,79.50,0.14
PHO,33,2018-12-22,WAS,L,146,149,120.20,122.60,92.60,0.29,0.30,0.56,48.50,54.50,11.50,9.30,0.53,9.80,34.50,0.22,0.56,15.20,64.60,0.22
